Location Type,Name,Address,City,State,Zip,Phone,Latitude,Longitude
AMBEST Fuel Stop,Maryland House Sunoco,I-95 Exit 82,Aberdeen,MD,21001,(410) 272-3854,39.498649,-76.230549
AMBEST Express,Meskwaki Travel Plaza,US HWY 30,TAMA,IA,52339,(641) 484-9341,41.99868,-92.674809
AMBEST Travel Center,Midwest Petroleum #2-Fredericktown,US Hwy 67,Fredricktown,MO,63645,(573) 783-3609,37.490989,-90.306749
AMBEST Fuel Stop,Midwest Petroleum #30 - St. James,I-44 Exit 195,St. James,MO,65559,(573) 261-4087,38.002809,-91.618009
AMBEST Fuel Stop,Millers Travel Centers - Wellington,2195 E Main St,Wellington,UT,84542,(435) 636-0380,39.54317,-110.68904
AMBEST Fuel Stop,Mobil-Queens Market,I-85 Exit 41,Charlotte,NC,28262,(980) 226-5059,35.28107,-80.79393
AMBEST Express,Mountain View Truck Stop,US Hwy 15,Thurmont,MD,21788,(301) 271-3333,39.61507,-77.41737
AMBEST Travel Center,Muralt's Travel Plaza,I-90 & Hwy 93 Exit 96,Missoula,MT,59808,(406) 728-4700,46.955179,-114.13014
AMBEST Fuel Stop,Mykawa Truck Stop,I-610 Exit 34A,Houston,TX,77033,(832) 859-9611,29.67594,-95.321979
AMBEST Fuel Stop,Nacogdoches Truck Stop,US Hwy 259,Nacogdoches,TX,75968,(936) 559-5798,31.70399,-94.677769
AMBEST Fuel Stop,Nashville Knapp Mart,I-64 Exit 50,Nashville,IL,62263,(618) 464-9300,38.375059,-89.371809
AMBEST Travel Center,Newborn Truck Stop,I-20 Exit 5,Tallapoosa,GA,30176,(770) 574-5082,33.681699,-85.263229
AMBEST Travel Center,North Point Plaza,I-90/94 Exit 115,Poynette,WI,53955,(608) 635-7139,43.39314,-89.46192
AMBEST Fuel Stop,Oasis Stop 'N Go #17,US Hwy 30/3204 Kimberly Rd,Twin Falls,ID,83301,(208) 944-9312,42.54791,-114.42092
AMBEST Travel Center,Oasis Travel Center,I-10 Exit 53 at Hwy 64,Robertsdale,AL,36567,(251) 960-1150,30.630649,-87.615769
AMBEST Travel Center,Olsons Truck Stop,I-94 Exit 183,Hasty/Clearwater,MN,55320,(763) 878-1655,45.366729,-93.97562
AMBEST Fuel Stop,OnCue #147-Oklahoma City,I-44 Exit 112,Oklahoma City,OK,73159,(405) 479-8224,35.36375,-97.581819
AMBEST Fuel Stop,OnCue 136,I-35 Exit 124A,Oklahoma City,OK,73129,(405) 469-4458,35.42689,-97.48444
AMBEST Fuel Stop,Onvo Express - Harford,I-81 Exit 217 5076 State Route 547,Harford,PA,18823,(570) 434-2608,41.78611,-75.6841
AMBEST Express,Onvo Travel Plaza - Avis,US Hwy 220 Exit 118,Avis,PA,17721,(570) 873-3117,41.180729,-77.32607
AMBEST Fuel Stop,Onvo Travel Plaza - Bethel,I-78 Exit 13,Bethel,PA,19507,(717) 933-2066,40.477899,-76.295969
AMBEST Travel Center,Onvo Travel Plaza - Blakeslee,I-80 Exit 284,Blakeslee,PA,18610,(570) 643-1000,41.078679,-75.5792
AMBEST Travel Center,Onvo Travel Plaza - Canaan,I-90 Exit B3,Canaan,NY,12029,(518) 781-4144,42.36131,-73.427189
AMBEST Travel Center,Onvo Travel Plaza - Dorrance,I-81 Exit 155,Mountain Top,PA,18707,(570) 868-8614,41.082819,-75.960599
AMBEST Express,Onvo Travel Plaza - Duncannon,3298 Susquehanna Trail,Duncannon,PA,17020,(717) 834-4000,40.44773,-76.982249
AMBEST Travel Center,Onvo Travel Plaza - Fultonville,I-90 Exit 28,Fultonville,NY,12072,(518) 853-4601,42.94736,-74.35821
AMBEST Express,Onvo Travel Plaza - Gibson,I-81 Exit 219 2174 State Route 848,New Milford,PA,18834,(570) 465-3794,41.82334,-75.678659
AMBEST Travel Center,Onvo Travel Plaza - Gouldsboro,I-380 Exit 13 17 Main St,Gouldsboro,PA,18424,(570) 842-2211,41.233229,-75.49559
AMBEST Fuel Stop,Onvo Travel Plaza - Harford,I-81 Exit 217 5085 State Route 547,Harford,PA,18823,(570) 434-2330,41.787979,-75.684399
AMBEST Travel Center,Onvo Travel Plaza - Hickory Run,I-80 Exit 274 at State Rt. 534,White Haven,PA,18661,(570) 443-4437,41.062289,-75.749319
AMBEST Express,Onvo Travel Plaza - Highridge,I-81 Exit 119,Pottsville,PA,17901,(570) 399-5600,40.73259,-76.29703
AMBEST Fuel Stop,Onvo Travel Plaza - Lakewood (Greentown),I-84 Exit 20 1414 Route 507,Greentown,PA,18426,(570) 676-4303,41.3436,-75.312079
AMBEST Travel Center,Onvo Travel Plaza - Lounsberry,I-86 Exit 63,Nichols,NY,13812,(607) 687-3957,42.0641,-76.323759
AMBEST Fuel Stop,Onvo Travel Plaza - McGraw,I-81 Exit 10,McGraw,NY,13101,(607) 753-8007,42.588149,-76.130129
AMBEST Express,Onvo Travel Plaza - Mifflintown,Hwy 35 and 22,Mifflintown,PA,17059,(717) 436-8943,40.578409,-77.37469
AMBEST Travel Center,Onvo Travel Plaza - Mifflinville,US 22 & RT 35 - 9 Stop Plaza Drive,Mifflinville,PA,18631,(570) 752-9330,41.025559,-76.31743
AMBEST Travel Center,Onvo Travel Plaza - Mt. Cobb,I-84 Exit 8,Lake Ariel,PA,18436,(570) 689-3900,41.40858,-75.50591
AMBEST Travel Center,Onvo Travel Plaza - Pinegrove,I-81 Exit 104 10 Molleystown Rd,Pine Grove,PA,17963,(570) 345-2498,40.590859,-76.407709
AMBEST Fuel Stop,Onvo Travel Plaza - Promised Land,I-84 Exit 26 624 Route 390,Tafton,PA,18464,(570) 857-1515,41.36254,-75.20093
AMBEST Fuel Stop,Onvo Travel Plaza-New Smithville,I-78 Exit 45,Kutztown,PA,19530,(610) 285-2852,40.58133,-75.706729
AMBEST Fuel Stop,Petersons Diesel Fueling,I-5 Exit 156,Tukwila,WA,98168,(206) 433-0149,47.48525,-122.2701
AMBEST Fuel Stop,Phillipsburg Sunoco,I-78 Hwy 611 Hwy 22,Phillipsburg,NJ,8865,(908) 859-0040,40.69552,-75.18934
AMBEST Travel Center,Pioneer Travel Plaza,I-41 Exit 60,Richfield,WI,53076,(262) 628-3344,43.281799,-88.197109
AMBEST Fuel Stop,Pitstop Express #25,Wayside Drive & Ley Road,Houston,TX,77028,(832) 863-7241,29.83208,-95.285039
AMBEST Fuel Stop,Pitstop Express #26,610 East & Wallisville,Houston,TX,77013,(832) 513-0500,29.794879,-95.2483
AMBEST Fuel Stop,Pitstop Express #36,I-10 East @ Lockwood,Houston,TX,77020,(832) 416-9174,29.762889,-95.315209
AMBEST Fuel Stop,Pitstop Express #4,Wayside Drive & Ley Road,Houston,TX,77028,(832) 863-7241,29.83198,-95.283879
AMBEST Fuel Stop,Pitstop Express #8,I-10 Exit 787 / N Main Street,Highlands,TX,77562,(832) 863-7241,29.8229,-95.05661
AMBEST Travel Center,Pride Travel Center - Chicopee,I-90/Mass Pike Exit 6,Chicopee,MA,1020,(413) 592-6190,42.166379,-72.544939
AMBEST Fuel Stop,Pride Travel Center - Springfield,I-91 at RTE 20 W,Springfield,MA,1104,(413) 733-6126,42.110019,-72.6106
AMBEST Travel Center,Pride Travel Center #628 - Hartford,I-91 Exit 33 / I-84; 10 Jennings Road,Hartford,CT,6120,(860) 461-7505,41.785919,-72.653499
AMBEST Fuel Stop,Pride Travel Center #630 - East Granby,SR-20; 122 Rainbow Road,East Granby,CT,6026,(860) 413-3444,41.92998,-72.711479
AMBEST Fuel Stop,Pride Travel Centers #632 South Windsor,US Hwy 5; 1049 John Fitch Blvd.,South Windsor,CT,6074,(413) 568-8920,41.833309,-72.6049
AMBEST Fuel Stop,Pump & Pantry #55-Falls City,US Hwy 73,Falls City,NE,68355,(402) 245-2406,40.06051,-95.601939
AMBEST Fuel Stop,Pump & Pantry 13 - St. Paul,US Hwy 281 at US Hwy 92/514 2nd St,St. Paul,NE,68873,(308) 754-4439,41.2107,-98.451419
AMBEST Fuel Stop,Pump & Pantry 14 - Broken Bow,US Hwy 2/1037 E South E St,Broken Bow,NE,68822,(308) 872-6842,41.40184,-99.619579
AMBEST Fuel Stop,Pump & Pantry 15 - Grand Island,2028 E Hwy 30,Grand Island,NE,68801,(308) 384-1886,40.93187,-98.319789
AMBEST Fuel Stop,Pump & Pantry 2 - Grand Island,821 S Webb Rd  .. S off US 30,Grand Island,NE,68803,(308) 381-0767,40.91163,-98.37841
AMBEST Fuel Stop,Pump & Pantry 23 - Holdrege,US Hwy 6 at US Hwy 183/916 4th Ave,Holdrege,NE,68949,(308) 995-6907,40.437539,-99.3674
AMBEST Fuel Stop,Pump & Pantry 24 - Hastings,1630 E South,Hastings,NE,68901,(402) 462-5832,40.582039,-98.360129
AMBEST Fuel Stop,Pump & Pantry 29 - Central City,US Hwy 30 at US Hwy 14/1110 G St,Central City,NE,68826,(308) 946-2394,41.1075,-98.01605
AMBEST Fuel Stop,Pump & Pantry 34 - Gordon,Hwy 20 at State Hwy 27/101 W Hwy 20,Gordon,NE,69343,(308) 282-2000,42.8001,-102.20352
AMBEST Fuel Stop,Pump & Pantry 35 - Alma,710 N Hwy 183,Alma,NE,68920,(308) 928-2590,40.10452,-99.368279
AMBEST Fuel Stop,Pump & Pantry 4 - Cairo,Hwy 2 at Hwy 11/103 W Hwy 11,Cairo,NE,68824,(308) 485-4404,41.00179,-98.60774
AMBEST Fuel Stop,Pump & Pantry 53 - Jackson,US Hwy 20,Jackson,NE,68743,(402) 632-4949,42.447409,-96.57204
AMBEST Travel Center,Quicklee's Travel Center - Avon,I-390 Exit 9,Avon,NY,14414,(585) 226-9560,42.86612,-77.712069
AMBEST Travel Center,Quicklee's Travel Center - Belmont,I-86 Exit 30/Hwy NY 19,Belmont,NY,14813,(585) 268-8190,42.253619,-78.06291
AMBEST Travel Center,Quicklee's Travel Center-Niagara Falls,I-190 Exit 23,Niagara Falls,NY,14304,(716) 205-8256,43.10676,-78.99415
AMBEST Travel Center,Relay Station - Frierson,I-49 Exit 186,Frierson,LA,71027,(318) 872-1900,32.2145,-93.7052
AMBEST Fuel Stop,Ricky Rockets-Itasca,380 @ N Rohlwing,Itasca,IL,60143,(847) 250-5484,41.99398,-88.031469
AMBEST Travel Center,Ricky Rockets-Kankakee,I-57 Exit 312,Kankakee,IL,60901,,41.18865,-87.83512
AMBEST Fuel Stop,Ricky Rockets-Midlothian,294 S & Hwy 83,Midlothian,IL,60445,(708) 377-6688,41.64869,-87.736159
AMBEST Travel Center,RJ's Fuel Stop,I-84/I-15 Exit 40 at West Main,Tremonton,UT,84337,(435) 257-3530,41.710389,-112.199929
AMBEST Travel Center,Searchlight Truck Stop,US Hwy 95 at Hwy 164 Calif. Line,Searchlight,NV,89046,(702) 297-1080,35.46068,-114.91802
AMBEST Travel Center,Seven Feathers Truck & Travel Center,I-5 Exit 99,Canyonville,OR,97417,(541) 839-3100,42.940689,-123.290539
AMBEST Fuel Stop,Shell Food Mart,I-35 Exit 54,Cameron,MO,64429,(816) 632-2156,39.752009,-94.214939
AMBEST Travel Center,Shepherd Travel Plaza,US 59/I-59,Shepherd,TX,77371,(832) 808-0930,30.53116,-94.97484
AMBEST Fuel Stop,Shoemaker's South,1200 Saltillo Rd,Roca,NE,68430,(402) 420-7899,40.69762,-96.70399
AMBEST Travel Center,Shoemaker's Truck Station,I-80 Exit 395,Lincoln,NE,68522,(402) 474-1771,40.813339,-96.788849
AMBEST Fuel Stop,Shree's Truck Stop,I-90 @ Exit 149,George,WA,98824,(509) 785-2200,47.08287,-119.859759
AMBEST Fuel Stop,Signal Food Store - Mansfield 110,711 N Hwy Business 60,Mansfield,MO,65704,(417) 924-8886,37.115029,-92.57741
AMBEST Fuel Stop,Signal Food Store - Mountain View,US 60 - 513 N Pine St,Mountain View,MO,65548,(417) 934-5941,37.000419,-91.704729
AMBEST Fuel Stop,Signal Food Store - Ozark,US 65 MO/MO CC  -  1690 W Hwy J,Ozark,MO,65721,(417) 581-9902,37.069809,-93.222989
AMBEST Fuel Stop,Signal Food Store #120,US Highway 60,Seymour,MO,65746,(417) 765-1010,37.150379,-92.752899
AMBEST Express,Silvers Travel Plaza - Port Allen,US Hwy 190 W,Port Allen,LA,70767,(225) 383-0695,30.499919,-91.30791
AMBEST Fuel Stop,Silvers Travel Plaza & Casinos,2447 Rees St Extension,Breaux Bridge,LA,70517,(337) 507-3440,30.2983,-91.91763
AMBEST Travel Center,Simonson Travel Center,I-29 Exit 141,Grand Forks,ND,58203,(701) 795-2107,47.93394,-97.09675
AMBEST Travel Center,Sky City Travel Center,I-40 Exit 102,Acoma,NM,87034,(505) 552-5700,35.076639,-107.55776
AMBEST Travel Center,Sooner's Corner,I-35 Exit 185,Perry,OK,73077,(580) 336-4460,36.275559,-97.32925
AMBEST Express,SP Truck Stop,SR 539  8391 Guide Meridian Road,Lynden,WA,98264,(360) 223-5466,48.945279,-122.48667
AMBEST Travel Center,Speed Trek Travel Center,I-90 Exit 25 / Genoa Road,Belvidere,IL,61008,(779) 552-7895,42.23557,-88.81982
AMBEST Travel Center,Star Express Travel Center,I-95 Exit 45,Petersburg,VA,23805,(804) 722-5431,37.150199,-77.35683
AMBEST Fuel Stop,Sunoco - 7-11 7577 Shippensburg,I-81  Exit 29 (PA 174E),Shippensburg,PA,17257,(717) 532-7788,40.060639,-77.476969
AMBEST Fuel Stop,Sunoco Co-op 7005 Clara Barton Plaza,I-95/NJ TPKMP 5.4 Southbound,Penns Grove,NJ,8069,(856) 299-4005,39.69746,-75.39609
AMBEST Fuel Stop,Sunoco Co-op 7006 John Fenwick Plaza,I-95/NJ TPKMP 5.4 Northbound,Penns Grove,NJ,8069,(856) 299-4004,39.696249,-75.395629
AMBEST Fuel Stop,Sunoco Co-op 7007 Walt Whitman Plaza,I-95/NJ TPKMP 30.2 Southbound,Cherry Hill,NJ,8002,(856) 428-1250,39.88553,-75.002229
AMBEST Fuel Stop,Sunoco Co-op 7008 James F Cooper Plaza,I-95/NJ TPKMP 39.4 Northbound,Mount Laurel,NJ,8054,(856) 234-5222,39.98125,-74.88848
AMBEST Fuel Stop,Sunoco Co-op 7009 Rich Stockton Plaza,I-95/NJ TPKMP 58.7 Southbound,Hamilton,NJ,8620,(609) 585-5414,40.17777,-74.63056
AMBEST Fuel Stop,Sunoco Co-op 7010 Woodrow Wilson Plaza,I-95/NJ TPKMP 58.7 Northbound,Hamilton,NJ,8620,(609) 585-5750,40.17647,-74.62932
AMBEST Fuel Stop,Sunoco Co-op 7011 Molly Pitcher Plaza,I-95/NJ TPKMP 71.7 Southbound,Cranbury,NJ,8512,(609) 395-1947,40.32088,-74.489149
AMBEST Fuel Stop,Sunoco Co-op 7012 Joyce Kilmer Plaza,I-95/NJ TPKMP 78.7 Northbound,E. Brunswick,NJ,8816,(732) 257-6103,40.416629,-74.44476
AMBEST Fuel Stop,Sunoco Co-op 7013 Thomas Edison Plaza,I-95/NJ TPKMP 92.9 Southbound,Woodbridge,NJ,7095,(732) 636-0580,40.559629,-74.264579
AMBEST Fuel Stop,Sunoco Co-op 7014 Grover Cleveland Plaza,I-95/NJ TPKMP 92.9 Northbound,Woodbridge,NJ,7095,(732) 636-1298,40.55751,-74.263419
AMBEST Fuel Stop,Sunoco Co-op 7016 Alex Hamilton Plaza,I-95/NJ TPKMP 111.6 Southbound,Secaucus,NJ,7094,(201) 348-0656,40.769269,-74.06534
AMBEST Fuel Stop,Sunoco Co-op 7017 Vince Lombardi Plaza,I-95/NJ TPKMP 116E 115.5W,Ridgefield,NJ,7657,(201) 945-5112,40.82283,-74.02965
AMBEST Travel Center,Sunoco Truck Stop Carneys Point,I-295 Exit 2C,Carneys Point,NJ,8069,(856) 299-9300,39.685169,-75.48277
AMBEST Fuel Stop,Taylor's - Missouri Valley,I-29 Exit 75 at US Hwy 30,Missouri Valley,IA,51555,(712) 642-4305,41.550649,-95.912199
AMBEST Fuel Stop,Taylor's -West Point,US Hwy 275,West Point,NE,68788,(402) 372-9119,41.858379,-96.70944
AMBEST Express,Terrible's # 461 Carlsbad,National Parks HWY US 62 & South Canal Street HWY 285,Carlsbad,NM,88220,(702) 597-6222,33.15809,-117.35059
AMBEST Express,Terrible's # 462,I-70 Exit 56 /  2055 S. State St.,Salina,UT,84654,(702) 597-6222,38.932209,-111.85348
AMBEST Fuel Stop,Terrible's #412,I-15 Exit 291,Nipton,CA,92364,(702) 597-6222,35.540889,-115.421589
AMBEST Travel Center,Texas Travel Center,I-35 Exit 277,Jarrell,TX,76537,(254) 308-3513,30.86609,-97.586359
AMBEST Fuel Stop,Tex-Best Travel Center #519-Alice,US Hwy 281,Alice,TX,78332,(361) 668-8777,27.69932,-98.07871
AMBEST Fuel Stop,Tex-Best Travel Center #524-Alice,US Hwy 281,Alice,TX,78332,(361) 396-0887,27.71893,-98.09712
AMBEST Fuel Stop,Tex-Best Travel Center #525,I-37 Exit 109,Pleasanton,TX,78064,(830) 569-8520,28.99423,-98.429119
AMBEST Fuel Stop,Tex-Best Travel Center #526-George West,US Hwy 281,George West,TX,78022,(361) 449-2800,28.326899,-98.11414
AMBEST Fuel Stop,Tex-Best Travel Center #531-Uvalde,US Hwy 90,Uvalde,TX,78001,(830) 407-1665,29.23317,-99.752359
AMBEST Fuel Stop,Tex-Best Travel Center #532-San Manuel,US Hwy 281,San Manuel,TX,78542,,26.556249,-98.12178
AMBEST Express,Texstar Travel Center,I-35 Exit 302,Temple,TX,76504,(254) 314-2309,31.114889,-97.35598
AMBEST Fuel Stop,The Outpost,I-82 Exit 69,Sunnyside,WA,98944,(509) 839-5300,46.3095,-119.9791
AMBEST Fuel Stop,Toot 'N Totum 100 - Perryton,2401 S Main St,Perryton,TX,79070,(806) 434-1831,36.37621,-100.80198
AMBEST Fuel Stop,Toot 'N Totum 104 - Dalhart,1107 US Hwy 87,Dalhart,TX,79022,(806) 244-6496,36.05588,-102.5074
AMBEST Fuel Stop,Toot 'N Totum 107 - Dumas,1603 S Dumas Ave,Dumas,TX,79029,(806) 934-2489,35.847459,-101.97271
AMBEST Express,Toot 'N Totum 120 - Liberal,US Hwy 54,Liberal,KS,67901,(620) 624-7471,37.02769,-100.94016
AMBEST Travel Center,Toot 'N Totum 99 - Amarillo,I-40 Exit 75,Amarillo,TX,79118,(806) 220-0990,35.19417,-101.74457
AMBEST Fuel Stop,Toot'n Totum #114-Dalhart,US Hwy 54 / US Hwy 87,Dalhart,TX,79022,(806) 244-0120,36.064639,-102.52083
AMBEST Travel Center,Toot'n Totum #127-Plainview,I-27 Exit 49B,Plainview,TX,79072,(806) 429-7453,34.188479,-101.74844
AMBEST Fuel Stop,Toot'n Totum #128-Amarillo,I-40 Exit 57,Amarillo,TX,79124,(806) 353-2002,35.197879,-102.0642
AMBEST Travel Center,Toot'n Totum #130-Clayton,US Hwy 87,Clayton,NM,88415,(575) 374-2215,36.438989,-103.17622
AMBEST Travel Center,Toot'n Totum #131-Lamesa,US Hwy 87 / Lubbock Hwy,Lamesa,TX,79331,(806) 230-0381,32.75661,-101.94659
AMBEST Travel Center,Toot'n Totum #132-Lubbock,US Hwy 84 / Slaton Hwy,Lubbock,TX,79404,(806) 902-7390,33.528149,-101.81019
AMBEST Fuel Stop,Toot'n Totum #22-Amarillo,FM 1541,Amarillo,TX,79118,(806) 622-0762,35.090879,-101.84707
AMBEST Travel Center,Torch 85 Travel Center,I-85 Exit 42,Tuskegee,AL,36083,(334) 727-7993,32.38526,-85.63523
AMBEST Travel Center,Trails End,I-29 Exit 110/ 1303 W US Hwy 136,Rock Port,MO,64482,(660) 744-6217,40.406219,-95.55794
AMBEST Express,Travel Refresh 365,619 N Home St,Corrigan,TX,75939,(936) 215-5080,30.9995,-94.8298
AMBEST Travel Center,Travelers' Oasis,I-84 Exit 182,Eden,ID,83325,(208) 825-4147,42.574599,-114.2966
AMBEST Travel Center,Truckers Inn Sauk Centre,I-94 Exit 127 at US Hwy 71 and MN28,Sauk Centre,MN,56378,(320) 352-5241,45.718389,-94.954419
AMBEST Travel Center,Tucson Truck Terminal Inc.,I-10 Exit 268,Tucson,AZ,85756,(520) 574-0050,32.12706,-110.876099
AMBEST Travel Center,Tulip City Truck Stop,I-196 Exit 49,Holland,MI,49423,(616) 396-2538,42.73772,-86.06622
AMBEST Express,Turkey Hill #324,US 322 & RT 897 168 Toddy Dr,East Earl,PA,17519,(717) 354-9486,40.114069,-76.03175
AMBEST Travel Center,Twice Daily - KY,I-65 Exit 6,Franklin,KY,42134,(270) 586-3248,36.715,-86.51918
AMBEST Travel Center,Twice Daily 6604 - Nashville,I-40 Exit 212,Nashville,TN,37210,(615) 242-2566,36.14415,-86.74472
AMBEST Fuel Stop,Twice Daily 8046 - Joelton,I-24 Exit 31,Joelton,TN,37080,(615) 746-5661,36.34561,-86.933999
AMBEST Fuel Stop,Twice Daily 8087 - Lebanon,I-40 Exit 238,Lebanon,TN,37090,(615) 443-3416,36.17934,-86.301079
AMBEST Travel Center,Una Travel Center,I-94 Exit 228,Roseville,MI,48066,(586) 859-0997 ext6,42.481969,-82.934569
AMBEST Travel Center,Ute Mountain Casino & Travel Center,1 E Mike Wash Road / HWY491,Towaoc,CO,81334,(970) 565-8800 ext6169,37.201599,-108.687
AMBEST Fuel Stop,Vaca Valley Travel Center,I-505 at I-80,Vacaville,CA,95688,(707) 451-7533,38.394799,-121.9517
AMBEST Fuel Stop,Valley Fuel Town & Country,US Hwy 99 Exit 76,Tipton,CA,93272,(559) 752-4905,36.056249,-119.312659
AMBEST Express,Valley Fuel Travel Plaza,US Hwy 99 Exit 98,Visalia,CA,93291,(559) 651-0009,36.350459,-119.42528
AMBEST Travel Center,Walburg Travel Center,I-35 Exit 268,Georgetown,TX,78626,(512) 688-5152,30.71066,-97.647289
AMBEST Fuel Stop,Weigel's #100-Chattanooga,SR 153,Chattanooga,TN,37421,(423) 836-3088,35.05413,-85.194
AMBEST Fuel Stop,Weigel's #102-Athens,I-75 Exit 49,Athens,TN,37303,(423) 333-5486,35.46681,-84.65151
AMBEST Fuel Stop,Weigel's #58 - Kingston,I-40 Exit 356A,Kingston,TN,37763,(865) 376-4130,35.87283,-84.44144
AMBEST Fuel Stop,Weigel's #64 - Clinton,I-75 Exit 122 @ US 61,Clinton,TN,37716,(865) 494-7970,36.169629,-84.07876
AMBEST Fuel Stop,Weigel's #80 - Newport,I-40 Exit 435 US HWY 321,Newport,TN,37821,(423) 613-9177,35.9495,-83.20131
AMBEST Fuel Stop,Weigel's #81 - Morristown,I-81 Exit 8 Hwy 32,Morristown,TN,37813,(423) 586-3882,36.143349,-83.27934
AMBEST Fuel Stop,Weigel's #90 - Kodak,US Hwy 66 I-40 Exit 407,Kodak,TN,37764,(865) 919-7489,35.95403,-83.59295
AMBEST Travel Center,Willcox Express Stop,I-10 Exit 340,Willcox,AZ,85643,(520) 766-1100,32.263849,-109.84093
AMBEST Express,Winner's Circle #1,I-30/HWY 270 Exit 98A,Malvern,AR,72104,(501) 337-0600,34.393799,-92.8281
AMBEST Travel Center,Woodbine Travel Center,I-95 Exit 14,Woodbine,GA,31569,(912) 576-0225,30.947839,-81.68944
AMBEST Travel Center,Woodhull Travel Plaza,I-74 Exit 32,Woodhull,IL,61490,(309) 334-5000,41.177489,-90.32424
AMBEST Travel Center,Woodshed of Big Cabin LLC,I-44 Exit 283 at Hwy 69,Big Cabin,OK,74332,(918) 783-5121,36.56667,-95.22153
AMBEST Travel Center,Workman's Travel Center Ozark,I-40 Exit 35,Ozark,AR,72949,(479) 667-0711,35.523809,-93.864059
AMBEST Travel Center,Workman's Travel Center Rudy,I-540 N Exit 24 at Hwy 282,Alma,AR,72921,(479) 632-1356,35.53891,-94.22937
AMBEST Travel Center,Workman's Travel Center-Lowell,I-49 Exit 78,Lowell,AR,72745,(479) 419-9424,36.255749,-94.15367
AMBEST Fuel Stop,Yesway - 1077 Tye,I-20 Exit 278 N,Tye,TX,79563,(325) 695-5330,32.46081,-99.854749
AMBEST Travel Center,Yesway -1075 Tye S,I-20 Exit 278,Tye,TX,79563,(325) 692-8736,32.45814,-99.85568
AMBEST Travel Center,Yesway 1125 - Lubbock,I-27 at 50th St/Ave A,Lubbock,TX,79404,(806) 747-2505,33.55192,-101.83514
AMBEST Fuel Stop,Yesway 1157-Brownfield,US Hwy 62 / US Hwy 385,Brownfield,TX,79316,(806) 637-3151,33.19073,-102.27346
AMBEST Fuel Stop,Yesway 1168 - Iowa Park,HWY 287 Exit NW Access Rd,Iowa Park,TX,76367,(940) 592-5607,33.96493,-98.67273
AMBEST Travel Center,Yesway 1178- Kadoka,I-90 Exit 152,Kadoka,SD,57543,(806) 747-2505,43.85327,-101.483909
AMBEST Fuel Stop,Zippy J #23,Hwy 31 W,Trinidad,TX,75136,(903) 778-5008,32.14715,-96.092699
AMBEST Fuel Stop,Zippy J's #18,Hwy 290,Brenham,TX,77833,(979) 353-5052,30.16977,-96.38039